posts,date
"⚡⚡⚡ЙОГА 🧘🏻‍♀🧘🏻 

Чувствуете усталость на второй рабочий день и не хватает сил на конец недели? Есть выход - йога! 

Йога - это не просто выполнения физических упражнений на гимнастическом коврике, это гораздо больше. 

Йога поможет тебе:
🌀улучшить концентрацию внимания, развить стрессоустойчивость и навыки замедления 
🌀восстанавливать эмоциональный фон
🌀укрепить физическое здоровье (силу, гибкость, баланс) 

Приглашаем тебя к изучению возможностей своего тела. Которое поверь тебя приятно удивит, только стоит попробовать! 

Расписание занятий (спортивный комплекс по адресу: Нижне-Каменская, 1): 
вторник, четверг - 7.00-8.30 (продвинутый уровень) 
 8.30 - 10.00 (начинающий уровень) 

❓Какие требования:
•Возраст от 18 лет до 59 лет 
•Спортивная форма соответствующая виду спорта 
•Спортивная обувь на светлой подошве
•Гимнастический коврик 
•Бутылка для воды 

❓Что нужно для записи:
-справка от врача об отсутствии противопоказаний для занятий спортом (йогой) 
- фотография 3х4
- ксерокопия паспорта (2-5 страницы)

❓Когда можно записаться
Каждый день с 10 до 20 по адресу: Нижне-Каменская, 1

📞Подробнее по телефону: 240-01-67
Количество мест ограниченно. Занятия проводятся бесплатно. 

 #СпортНормаЖизни [club176747572|@kfisspb] [club183911071|@sport_norma] [club153146938|@primorsknews_ru]",1630516394
"ОРАНЖЕВЫЙ МЯЧ 🏀

[club176747572|Комитет по физической культуре и спорту] 5 сентября 2021 года проводит Всероссийские массовые соревнования по баскетболу ""Оранжевый мяч"" 

Возраст участников - 18 лет и старше (мужские и женские команды) 
Состав команды: 4 человека (3+1) 
Наличие медицинского допуска 

Для записи команды обращаться по номеру телефона 240-01-69 или в сообщения [club10277509|Центра спорта Приморского района] до 2 сентября 2021 

⚠Внимание! В соответствии с требованиями п. 2-50 постановления Правительства Санкт-Петербурга №121 от 13.03.2020 (в действующей редакции) просим всех участников предоставить в распечатанном виде: 
 
✅ QR-код о отрицательном ПЦР-тест, сделанный не ранее 72 часов (3 дня) до мероприятия 
или 
✅QR-код о вакцинации от коронавирусной инфекции 
или 
✅QR-код о перенесенной коронавирусной инфекции",1630513257
"С 1 СЕНТЯБРЯ ОТЛИЧНЫЙ ПОВОД БРОСИТЬ СЕБЕ ВЫЗОВ

[club10277509|Центр спорта Приморского района] уже более 10 лет с сентября встречает занимающихся всех возрастов с целью приобщения к активному, здоровому образу жизни. Массовый спорт является одной из ключевой платформ в вопросах здоровьесбережения, укрепление национальных целей и идей, воспитывает в нас стремление к победам и дисциплину. 

Для нас очень важно в каждодневном режиме в течение всего года предоставлять вам эту возможность в спортивных комплексах, по месту жительства, во время проведения спортивно-массовых мероприятий, сдавая нормативы [club132206956|ГТО]. Каждый год на протяжении последних лет мы находим возможность открывать и создавать новые форматы для различных возрастных групп. 

🔥С сентября 2021 году помимо традиционных бесплатных занятий в секциях и группах мы дополнительно откроем: 

🆕занятия йогой 
🆕дополнительные вечерние занятия ФСТ 
🆕дневные тренировки по баскетболу для детей начальных классов в современном спортивном комплексе 
🆕шестидневный тренажерный зал (свободное посещение) для взрослых 
🆕утренние тренировки для взрослых по легкой атлетике в легкоатлетическом манеже 
🆕дневные тренировки по легкой атлетике для детей начальных классов в современном легкоатлетическом манеже
🆕бассейн для взрослых и пенсионеров 
🆕гимнастика (растяжка) для взрослых 

Начните свой путь к хорошей физической форме с [club10277509|Центром спорта Приморского района]. Совсем скоро мы начнем публиковать подробную информацию по каждому новому направлению.

Ставьте 😍, делитесь постом со своими друзьями!

#СпортНормаЖизни [club176747572|@kfisspb] [club183911071|@sport_norma] [club153146938|@primorsknews_ru]",1630512542
"⚡⚡⚡ПРОДОЛЖАЕТСЯ НАБОР В БЕСПЛАТНЫЕ СЕКЦИИ И ГРУППЫ 

На протяжении последних четырёх дней к нам записалось более 700 человек 🔥

Запись приостановлена по направлениям: 
❌Художественная гимнастика
❌Хип-хоп
❌Спортивная аэробика
❌Волейбол
❌Баскетбол (2, 3 группы) 
❌Суставная гимнастика (инструктор по спорту Гилко Е.В, на 10.00 и 12.00) 

Куда можно еще записаться:
✅Мини-футбол 
✅Регби 
✅Тренажерный зал (дети, взрослые, пенсионеры)
✅Флорбол
✅Легкая атлетика (дети, взрослые)
✅Волейбол (взрослые, пенсионеры)
✅Баскетбол (дети 1, 4 группа; взрослые)
✅Тайский бокс
✅Функциональная тренировка
✅Суставная гимнастика (пенсионеры) 

❓Будут ли позже места
❗Да, скорей всего, кто-то не сможет посещать и в октябре можно будет дополнительно записаться на свободные места в группе. 

❓Что нужно для записи
❗В прикрепленных буклетах с расписанием вы можете ознакомиться со всеми необходимыми требованиями

❓Сколько стоит абонемент
❗[club10277509|Центр спорта Приморского района] оказывает услуги на бесплатной основе для населения

❓Как узнавать о новостях, изменениях, обновлениях
❗Предлагаем вам подписаться на удобную рассылку сообщений по ссылке - vk.cc/9OEpBh

☎ За актуальной информацией обращайтесь по номеру телефона: 240-01-67",1630042800
,1630012133
"⚡⚡⚡ОТКРЫТ НАБОР В СЕКЦИИ И ГРУППЫ 2021-2022

C 23 августа полностью открыт набор для всех желающих в бесплатные секции и группы для детей, взрослых, пенсионеров и лиц с ОВЗ. Обращаем ваше внимание, что занятия оказываются исключительно на безвозмездной основе (никаких записей вне очереди, дополнительных мест в группе, дополнительных занятий [club10277509|Центр спорта Приморского района] не осуществляет)! 

🗣Делитесь со своими друзьями этой потрясающей возможностью бесплатно заниматься физической культурой и спортом #CпортНормаЖизни 💙

Запись производится в спортивном комлексе по адресу: Нижне-Каменская, 1 каждый день с 10.00 до 20.00 (28.08. - записи нет). 
Прикрепляем расписание занятий и требования к занимающимся
Подробнее по телефону: 240-01-67",1629708966
,1629274509
"ПРИМОРСКИЙ РАЙОН В ПРИЗАХ 🥉

Сегодня состоялось награждения победителей и призёров регионального этапа [club132206956|Летнего фестиваля Всероссийского физкультурно-спортивного комплекса «Готов к труду и обороне» (ГТО]) 2021 среди обучающихся образовательных организаций. 
 
Команда Приморского района была награждена за 3 место.
Какие же наши школьники молодцы! Только вперед! 🔥💪🏻",1628855512
"C 24.08.2021 по 05.09.2021 в г. Токио (Япония) пройдут XVI Паралимпийские летние игры, на которых будет разыграно 539 комплектов медалей по 22 видам спорта!

Поддержим наших спортсменов!",1628586000
"ВЫХОДИМ НА НОВЫЕ ВЫСОТЫ 🏔 

Во время своих отпусков многие наши сотрудники выбирают активное времяпрепровождение. Так, инструктор по спорту (волейбол) [id96477458|Артем Геннадьевич Щеблецов] совершил восхождение на самую высокую вершину России и Европы - г. Эльбрус (5642 м) 🤩

Флаг [club10277509|Центра спорта Приморского района] на высоте! 🇷🇺",1628164392
"ДЕНЬ ФИЗКУЛЬТУРНИКА - 2021 🎉🎉🎉

Традиционно с советского времени в середине августа отмечается День физкультурника. А лучшее празднование - это провести физкультурный праздник. 

И так, приглашаем к участию с 9 по 13 августа 
⚽️Турнир по футболу (5х5 человек) 
🏐Турнир по волейболу (6х6 человек)
🏀Турнир по стритболу ( 3х3 человек)
Требуется предварительная регистрация команд до 5 августа

14 августа праздник 
💥Приморская гонка ГТО 
🪢Перетягивание каната 
👢Метание сапога 
💪🏻Армрестлинг 
🎯Дартс 

Требования к участникам: 
👉🏻Возраст 18+ в
❗️Наличие сертификата о пройденной вакцинации от COVID-19 или результаты ПЦР-тест, сданный не ранее, чем за 72 часа до соревнований. 
📑Медицинская справка о допуске к соревнованиям 

Подробнее в прикладываемых регламентах или по телефону 240-01-69 

#СпортНормаЖизни #ПриморскийРайон #ЦентрСпортаПриморскогоРайона #ДеньФизкультурника",1627916752
"Спортивный Приморский!🏄‍♀🏋‍♀🤼‍♂🤸⛹‍♂🚴‍♀

Спасибо [club23702661|Телеканал «Санкт-Петербург»] за сюжет

🔥Круговая в парке Озеро Долгое - [club202257764|Движение - это жизнь| Активности| Приморский рай] 

🍀Занятия для мам с детьми в парке 300-летия Санкт-Петербурга - [club197539925|Спорт в парке 300-летия]",1627628404
"🧘🏼‍♀Йога на Озере Долгом!

t.me/yoga_prim

Занятия бесплатные!",1627560010
"Друзья! 

Запись в группы и секции начнется:

❗с 16 августа❗

⚡суставная гимнастика
⚡танец живота
⚡баскетбол
⚡волейбол для лиц пенсионного возраста
⚡тренажерный зал
⚡АФК
⚡тайский бокс
⚡функционально-силовой тренинг

Для записи необходимо предоставить:
- справка от врача. При наличии хронического заболевания (учет специалиста) необходимо предоставить справку от лечащего врача);
- копия паспорта с регистрацией;
- фото 3*4.

❗с 23 августа (секции для детей)❗

🍀мини-футбол 8-17 лет
🍀волейбол 13-17 лет
🍀баскетбол 8 лет и старше
🍀флорбол - мальчики 12 лет (2009 г.р.), девочки 7 лет и старше
🍀легкая атлетика 8-17 лет
🍀регби 7-12 лет
🍀тренажерный зал 14 лет и старше
🍀хип-хоп 8-12 лет
🍀аэробика 7-18 лет
🍀тайский бокс 10-16 лет

Для записи родителям (законному предствателю) необходимо предоставить: 
- медицинское заключение о принадлежности несовершеннолетнего к медицинской группе для занятий физической культурой . При наличии хронического заболевания (учет специалиста) необходимо предоставить справку от лечащего врача) ; 
- копия свидетельства о рождении\паспорта с регистрацией;
- справка из учебного заведения; 
- фото 3*4.",1627549206
"Открыта вакансия ""инструктор по спорту (плавание)"".

Оформление по ТК, отпуск 28 дней.

Требование:
профильное высшее\среднее профессиональное образование.

Информация по телефону 240-01-69 (пн-пт 10.00-18.00).",1627312996
"Друзья, у нас для вас что-то новенькое!🧘🏼‍♀️

Начинаем с понедельника, присоединяйтесь!

#приморскийрайон
#спортвприморском
#центрспортаприморскогорайона",1627047507
,1626855441
Важно!,1626682443
,1626525506
,1626095476
,1625741169
"Отличная футбольная новость: наш инструктор Александр вернулся из отпуска и ждет вас на тренировках на площадке Богатырский пр.,5😜",1625588424
,1625242894
"Первая тренировка на Дибуновской,9! Если ты остался в городе, проведи каникулы с пользой: научись играть в футбол!",1624987060
"Для тех, кто хочет научиться играть в футбол, ждем на спортивной площадке Дибуновская, 9!",1624803655
"Кубок главы Приморского района по мини-футболу был разыгран среди женских и мужских команд⚽️
Три команды девчонок были на высоте и показали отличный уровень!💪
12 мужских команд были разбиты на группы и  играли четыре дня! Полуфинал между командами «Фиона» и «ЛДПР» закончился вничью и был решен по пенальти!
Победител среди мужчин команда «Фиона» и 
среди женщин команда «Центр Спорта Приморского района»

https://vk.com/album-10277509_280124803",1624796954
"СОЗЫВ ВСЕХ БОГАТЫРЕЙ 🦸🏻

Покажем богатырскую нашу силу и силу воли? Не оскудела в сердцах молодецкая удаль? 

В это воскресенье встречаемся в Парке «Озеро Долгое» на физкультурном мероприятие, приуроченном ко Дню молодежи

В программе мероприятия: 
🎪Богатырская площадка: 
- гиревой спорт (жим гири, «прогулка фермера») 
- армрестлинг 💪🏻
- перетягивание каната 🪢 

🎪Площадка ВФСК ГТО: 
- узнать всю информацию о нормативах ВФСК ГТО из первых уст; 
- начать свой путь к золотому знаку ВФСК ГТО; 
- попробуй свои силы в сдаче нормативов ВФСК ГТО. 
и многое другое.

У участников мероприятия должен быть действующий медицинский допуск.  

Записаться или узнать подробнее о мероприятии можно:
 ✉️в сообщениях группы 
📞по телефону 240-01-68, 240-01-69",1624603874
,1624601395
"СПОРТИВНАЯ МОЛОДЕЖЬ ПРИМОРСКОГО РАЙОНА 

27 июня в 11.00 встречаемся в Парке «Озеро Долгое» на физкультурном мероприятии, приуроченному ко Дню молодежи 

В программе мероприятия: 
🎪Богатырская площадка: 
- гиревой спорт (толчок гири, «прогулка фермера») 
- армрестлинг 💪🏻
- перетягивание каната 🪢 

🎪Площадка ВФСК [club132206956|ГТО]: 
- узнать всю информацию о нормативах ВФСК ГТО из первых уст; 
- начать свой путь к золотому знаку ВФСК ГТО; 
- попробуй свои силы в сдаче нормативов ВФСК ГТО. 
и многое другое.

У участников мероприятия должен быть действующий медицинский допуск.  

Записаться или узнать подробнее о мероприятии можно:
 ✉️в сообщениях группы 
📞по телефону 240-01-68, 240-01-69",1624282160
,1624183652
,1624030337
"Вы ещё не были на мастер-классах по роликам?🛼
Посмотрите, какие успехи делают ребята!🔥
Хватайте коньки, защиту и ай-да к нам!☀️

Фотоотчёт спортивного праздника «Неваляшка» уже в альбоме группы📸👉🏻 https://vk.com/album-10277509_280007440
За гостеприимство спасибо площадке [club24324417|Sabotage]",1624008060
"Если вы не уехали на дачу, приходите всей семьей на наш спортивный праздник, посвященный Евро-2020!!⚽⚽⚽",1624001418
,1624000832
,1623958035
,1623861124
приглашаем на турнир по городошному спорту!,1623761092
"СПОРТИВНЫЕ ПЕНСИОНЕРЫ 🎉

Сегодня на футбольном поле СПб ГБУ «Центр физической кудьтуры, спорта и здоровья Василеостровского района прошло физкультурное мероприятие - комбинированная эстафета в рамках комплексных физкультурных мероприятий среди пенсионеров СПб «Спортивное долголетие». 

Состав команды Приморского района - 8 человек ( 4 жен+4 муж) ❤️‍🔥
Ждем подведение результатов!",1623758665
,1623737346
"Приглашаем юных роллеров Приморского района на спортивный праздник «Неваляшка»!

📆15 июня 2021 года
⏰18.00
🏘Авиаконструкторов, 8 (хоккейная коробка)
👨‍👩‍👧‍👧Участники-детки от 6 лет, уверенно стоящие на роликах
🛼Обязательно приносить свои ролики, шлем и защиту",1623662460
"Лето, жара, море☀️🔥🌊
День двора «Морской» прошёл в веселой компании юнг!⚓️
Наши команды учились поддерживать чистоту на корабле🧹, пополняли запасы воды и продуктов🍏💧, отправлялись в плавание и спасали человека за бортом⛴⭕️, откачивали воду с судна после шторма🤿 и натягивали канат изо всех сил💪🏻

Вспомним этот чудесный июньский день:)

Фотоотчет здесь 👉🏻 https://vk.com/album-10277509_279918857",1623654008
🇷🇺🇷🇺🇷🇺,1623477603
"В связи с государственными праздничными выходными 12,13,14 июня занятия в спортивном комплексе и на улице проводиться не будет.",1623330006
,1623316640
"с 9 июня новое расписание занятий на Богатырском,5!",1623245746
"ПРОДОЛЖАЕТСЯ ПРИЕМ ЗАЯВОК НА УЧАСТИЕ В ТУРНИРЕ ПО ФУТБОЛУ НА КУБОК ГЛАВЫ АДМИНИСТРАЦИИ ПРИМОРСКОГО РАЙОНА

С 1 июня открыта регистрация команд для участия, сам турнир запланирован с 15 по 30 июня. Данный турнир объединит всех желающих и неравнодушных любителей дворового футбола Приморского района. 
 
⚽К участию в турнире приглашаются жители Приморского района от 18 лет и старше. В состав команды включается 8 игроков (6 основных+2 запасных). 
 
📍Для участия необходимо подать предварительную заявка по номеру телефона 240-01-69 в период с 1 по 11 июня (по будним дням с 10 до 18). При подаче заявки необходимо будет указать площадку, на которой команда будет проходить отборочный этап:

⚽Богатырский пр,5 
⚽Колхозная, д. 35 
⚽Ланское ш., 9 
⚽ Парашютная ул., д. 61
 
🏆Победитель турнира станет обладателем Кубка главы администрации Приморского района!

☎Подробнее о турнире по телефону: 240-01-69",1623049451
"Приглашаем жителей Приморского района на спортивный праздник «День двора»!!🐟🐋🐙

📆08 июня 2021 года
⏰12.00
🏘Богатырский пр., д.5, к.1 (спортплощадка)
👨‍👩‍👧‍👧Участники-все желающие",1622970000
"🔥🔥🔥Жара на Планерной, 41🔥🔥🔥
Сегодня состоялся самый познавательный, супер развлекательный, очень зажигательный спортивный праздник «День двора» на тему: «Экология и Я!»🌍
Организовали праздник:
[club10277509|Центр спорта Приморского района] 
[club177805620|Муниципальный округ Юнтолово] 
Фотоотчет  тут 👇🏻
📸 https://vk.com/album-10277509_279878732
Всем спасибо за участие! Приходите к нам ещё!❤️

#деньдвора #центрспортаприморскогорайона #спортивныйпраздник",1622914800
,1622790159
Ураааа! Новая тренировка!,1622718935
,1622706888
"ЛЕТНЕЕ РАСПИСАНИЕ 🌳 

Для физкультурных групп занимающихся на базе спортивного комплекса по адресу: Нижне-Каменская, 1 обновилось расписание на летний период года. Об изменениях в расписании узнавайте у администратора по номеру телефона 240-01-67

🏋🏻‍♂️Тренажерный зал свободного посещения для взрослых на протяжении июня по субботам будет закрыт. Приносим извинения за предоставленные неудобства",1622704902
"ПРИМОРСКИЙ РАЙОН ЖДЕТ ТУРНИР ПО ФУТБОЛУ НА КУБОК ГЛАВЫ 🏆

До старта турнира по футболу на Кубок главы администрации Приморского района остается несколько дней. С 1 июня открывается регистрация команд для участия, сам турнир запланирован с 15 по 30 июня. Данный турнир объединит всех желающих и неравнодушных любителей дворового футбола Приморского района.
 
К участию в турнире приглашаются жители Приморского района от 18 лет и старше. В состав команды включается 8 игроков (6 основных+2 запасных). Путь к финалу будет проходить через игры на внутридворовых спортивных площадках по адресам:
 
⚽Богатырский пр,5 
⚽Колхозная, д. 35 
⚽Ланское ш., 9
⚽ Парашютная ул., д. 61 
 
Победители внутридворовых площадок встретятся в гранд-финале на спортивной площадке по адресу: Богатырский, д. 5. Победитель турнира станет обладателем Кубка главы администрации Приморского района. 

📍Для участия необходимо подать предварительную заявка по номеру телефона 240-01-69 в период с 1 по 10 июня (по будним дням с 10 до 18). При подаче заявки необходимо будет указать площадку, на которой команда будет проходить отборочный этап. 

Организатором турнира выступает отдел физической культуры, спорта и молодежной политики администрации Приморского района Санкт-Петербурга совместно с СПБГБУ «Центр спорта Приморского района». 

Организаторы турнира оставляют за собой право в зависимости от количество поданных заявок, погодных и иных условий изменять режим проведения турнира. 

☎Подробнее о турнире по телефону: 240-01-69

[club153146938|@primorsknews_ru] [club25115473|@sport_v_primorskom] [club88987130|@primor_sport] [club158754792|@sosedi_kvartala] [club154254079|@yuntolovo_live] [club58956|@primor] [club123443003|@komenda_spb] [club126964467|@loveklm] [club140123666|@nasha_kamenka] [club58723214|@club58723214] [club71533306|@primor_spb] [club136769|@ozerodolgoe] [club1592|@comendan] [club58663778|@dance_sosedi] [club6253|@primor_online] [club37533918|@roditeli_kvartala] [club200441165|@lahta_spb] [club157189477|@public157189477] [club7494837|@mo_ozero_dolgoe] [club63500069|@momo65] [club171596754|@pkcentr_ru] [club35141874|@dommolspb] [club171596754|@pkcentr_ru]",1622636052
,1622634648
"Приглашаем жителей Приморского района на спортивный праздник «День двора»!🌱

📆05 июня 2021 года
⏰12.00
🏘ул. Планерная, 41
👨‍👩‍👧‍👧Участники-все желающие!",1622624401
,1622560408
,1622541087
"Доброе летнее утро, друзья!☀️
Поздравляем вас с первым июньским днём!🌱
А ещё вчера мы провожали весну 2021 физкультурным мероприятием для детей подготовительных групп дошкольных учреждений Приморского района «Веселые старты»!👧🏻🧒🏼👦🏻
Для нас это был всего лишь последний день мая, а для ребят последнее соревнование в роли дошколёнка! Уже в сентябре для них распахнут двери школы, и мы будем ждать их уже на других мероприятиях!⚽️🏀🏐
Призовые места заняли:
🥇ГБДОУ 555(О)
🥈ГБДОУ 68
🥉ГБДОУ 64 (1)
Хотим поблагодарить инструкторов по физической культуре общеобразовательных учреждений Приморского района за подготовку детей и слаженную работу во время проведения Веселых стартов!💪🏻
А также всех ребят-участников, вы все большие молодцы и отлично справились со всеми испытаниями❤️
Вспомним, как это было дружно, тепло и спортивно! 👏🏻👏🏻👏🏻",1622530809
"Сегодня завершился Кубок главы Приморского района среди дворовых команд. Отборочные игры проходили на спортивных площадках  района. 6 самых сильных команд вышли в финал Кубка, который прошел в ФОКе Ниже-Каменская,1.
1 место - команда «Достук»
2 место - команда «Лахта»
3 место - команда КПСС
Поздравляем победителей🥇🥇🥇🏐",1622382773
,1622376612
"Приглашаем жителей Приморского района на спортивный праздник «День двора»!👫👭

📆01 июня 2021 года
⏰12.00
🏘пр. Испытателей, 28, к.3, лит.А (спортплощадка)
👨‍👩‍👧‍👧Участники-все желающие!

Вас ждут зажигательные танцы, интересные загадки, веселые эстафеты и приятные сюрпризы от Центра спорта!",1622365202
"Танцы, эстафеты, перетягивание кана.. ой нет.. сосиски!😜
Как всегда весело и задорно прошёл «День двора»!🏡
Следите за новостями в группе, ведь мы приготовили для вас ещё не один и не два, а целых три спортивных праздника в ближайшее время!👀
Встречаем лето активно!☀️
Фотоотчет здесь👉🏻 https://vk.com/album-10277509_279771548",1622358006
,1622350912
"СПОРТИВНОЕ ДОЛГОЛЕТИЕ 🔥🔥🔥

Сегодня в Удельном парке прошли районные соревнования по скандинавской ходьбе в рамках комплексных физкультурных мероприятий среди пенсионеров Приморского района, приуроченные к празднованию Дня города 🏙 

В данных соревнованиях приняло участие более 30 человек. Призерами соревнования стали: 
🥇Трофимова Анна | Пивникова Галина |Казакова Елена | Иванов Анатолий | Бакаленко Анатолий
🥈Звонарева Людмила | Кирносова Людмила | Родионова Людмила | Русу Александр
🥉Смольникова Нина | Куранова Галина | 

Поздравляем всех участников и призеров с прекрасно проведенным мероприятием

#СпортНормаЖизни",1622218195
,1622112689
"Приходите заниматься к [id1078425|Анне] или занимайтесь с ней дома в прямом эфире (или в записи). 
Удобно. Круто. Продуктивно. 🔥🔥🔥

Первая часть прямого эфира в группе. Вступайте!",1622110848
,1622106820
"НЕВОЗМОЖНОЕ ВОЗМОЖНО 🌺

Вчера на стадионе школы N 657 Приморского района прошли районные соревнования по легкой атлетике в рамках комплексных мероприятий среди лиц с ограниченными возможностями здоровья. 

В данных соревнованиях приняли участие 15 человек, 8 детей, 7 взрослых по разным нозологиям. 

По окончанию соревнования были вручены грамоты и памятные призы победителям и призерам в личном зачете🏆",1622027689
"Приглашаем жителей Приморского района на спортивный праздник «День двора»!🎪

📆28 мая 2021 года
⏰15.00
🏘Нижне-Каменская, 1
👨‍👩‍👧‍👧Участники-все желающие!

Вас ждут зажигательные танцы, интересные загадки, тематические эстафеты и приятные сюрпризы от Центра спорта!💃🕺🧠🏃‍♂🎀",1621859011
"ВНИМАНИЕ! ФУТБОЛЬНЫЕ НОВОСТИ! 

На протяжении двух последних месяцев в Приморском районе проходил районный этап Всероссийских соревнований по футболу ""Кожаный мяч"" ⚽
 Хотим поделиться с вами с победителями и призерами в различных возрастных категориях: 

2010-2011 год юноши
🥇 место - 41 гимназия Тренер Борзин Сергей Владимирович
🥈 место - 43 школа Тренер Курбанова Олеся Валерьевна
🥉 место- 582 школа Тренер Приказчиков Роман Германович и Шевчик Антонина Николаевна

2008-2009 год юноши 
🥇 место - 106 школа Тренер Николаев Анатолий Анатольевич 
🥈 место - 43 школа Тренер Курбанова Олеся Валерьевна
🥉 место- 655 школа Тренер Захаров Антон Сергеевич 

2006-2007 год юноши 
🥇 место - 116 школа Тренер Егоров Вячеслав Павлович 
🥈 место - 617 школа Тренер Михайлова Екатерина Владимировна 
🥉 место- 655 школа Тренер Захаров Антон Сергеевич 

2010-2011 год девушки 
🥇 место - 583 школа Тренер Лыско Елена Михайловна 
🥈 место - 113 школа Тренер Антропов Павел Леонидович 
🥉 место-582 школа Тренер Приказчиков Роман Германович и Шевчик Антонина Николаевна

2008-2009 год девушки 
🥇 место - 583 школа Тренер Лыско Елена Михайловна 
🥈 место - 109 школа Тренер Иванов Сергей Леонидович и Ганзелюк Маргарита Анатольевна 
🥉 место-43 школа Тренер Курбанова Олеся Валерьевна

2006-2007 год девушки 
🥇 место - 43 школа Тренер Курбанова Олеся Валерьевна

Поздравляем команду 41 гимназии с победой на городском этапе!🏆
В сентябре ребята отправятся на Всероссийский
этап в город Есентуки. Пожелаем ребятам удачи!🍀🙌🏻⚽⚽⚽🏃‍♂🏃‍♂

https://vk.com/album-10277509_279669696",1621766160
"НАШИ ЧЕМПИОНЫ ⚽

19 мая в Московском районе прошли соревнования по мини-футболу в рамках комплексных мероприятий среди инвалидов и лиц с ограниченными возможностями. 

В данных соревнованиях приняли участие команды Приморского района: 
-мужчины 16 лет и старше (пода)-4 место
-юноши 12-15 лет (слух)-3 место

По результатам турнира у Приморского района - 3 место 🥉",1621605242
с понедельника новое расписание тренировок по бегу,1621601959
"🏐Приглашаем любителей волейбола, жителей Приморского района, принять участие в Кубке главы Приморского района по волейболу! 🏐

Отборочные игры проходят на спортивных площадках района по адресам:

✅27 мая, начало в 18.30
ул.Колхозная, 35,

✅28 мая, начало 19.00
ул.Стародеревенская, 24, 

✅26 мая, начало в 18.30
пр.Приморский, д.143, 

Справки по телефону 240-01-69 или в сообщениях группы, регистрация 240-01-69 .",1621598130
"Если ещё не определились с планами на выходные, присоединяйтесь к нашему семейному движению👨‍👩‍👧Все подробности 👇🏻",1621530315
,1621517979
"ГОЛОСУЙ ЗА ПРИМОРСКИЙ РАЙОН 🗳

С 26 апреля по 30 мая на сайте https://78.gorodsreda.ru/voting/ продолжается федеральное голосование за приоритетность возведения парков и скверов. 

В прикрепленных ниже материалах вы легко узнаете как отдать свой голос за Приморский район. 1 участник - 1 голос!

[club158754792|@sosedi_kvartala] [club154254079|@yuntolovo_live] [club58956|@primor] [club123443003|@komenda_spb] [club126964467|@loveklm] [club140123666|@nasha_kamenka] [club58723214|@club58723214] [club71533306|@primor_spb] [club136769|@ozerodolgoe] [club1592|@comendan] [club58663778|@dance_sosedi] [club6253|@primor_online] [club37533918|@roditeli_kvartala] [club200441165|@lahta_spb] [club157189477|@public157189477] [club7494837|@mo_ozero_dolgoe] [club63500069|@momo65] [club171596754|@pkcentr_ru] [club35141874|@dommolspb]",1621514394
еще одна отличная футбольная новость!,1621335483
Все на городки!,1621320793
,1621268217
,1621235638
,1621086849
Сделай свою субботу спортивной💪,1621015129
,1621012183
,1620991114
❗ВАЖНО❗,1620990495
,1620914815
"! Команда волонтеров помогает петербуржцам принять участие в электронном голосовании за объекты благоустройства Петербурга!

Для информирования петербуржцев и оказания им помощи в голосовании за объекты благоустройства Санкт-Петербурге в рамках проекта «Формирование комфортной городской среды» в городе сформирована команда из более чем 300 волонтеров. 

В будние дни добровольцы работают с 12:00 до 20:00 в 19 секторах МФЦ, а также с 08:30 до 9:30 и с 18:30 до 19:30 в вестибюлях 10 станций метро: 
«Садовая», 
«Невский проспект-1», 
«Московская», 
«Лиговский проспект», 
«Гражданский проспект», 
«Адмиралтейская», 
«Технологический институт», 
«Гостиный Двор», 
«Площадь Александра Невского», 
«Горьковская». 

По выходным с 12:00 до 20:00 волонтеры помогают петербуржцам в голосовании в:
 ТРК «ПИК», 
«Академ-Парк», 
«Заневский Каскад», 
«Континент», 
«Невский», 
«Сити Молл», 
«Лигов», 
ТК «Озерки», 
универмаге «Гостиный двор» ,
в общественном пространстве «Севкабель Порт».

Местонахождения и график работы волонтеров можно посмотреть по ссылке (https://vk.cc/c1ukKR). 

Волонтеры отвечают на вопросы об объектах, по которым проводится голосование, рассказывают в целом о федеральном проекте «Формирование комфортной городской среды», а также помогают зарегистрироваться на портале или проголосовать прямо на месте. 
Проголосовать с помощью волонтера можно по номеру телефона – его необходимо сообщить добровольцу вместе со своими ФИО. На телефон поступит звонок для подтверждения номера. По желанию, чтобы получать уведомления о ходе голосования и дальнейшей реализации проектов благоустройства, можно также указать адрес электронной почты. 

Каждый петербуржец может отдать один голос за одну общественную территорию. Все голоса будут иметь равный вес вне зависимости от того, как проголосовал житель – самостоятельно через портал 78.gorodsreda.ru или через волонтера. 

Напомним, Всероссийское рейтинговое голосование по выбору общественных территорий, которые должны быть благоустроены в приоритетном порядке до 2030 года, проходят на платформе 78.gorodsreda.ru с 26 апреля по 30 мая. В голосовании смогут принять участие все граждане старше 14 лет. 

При регистрации на платформе необходимо указать ФИО, дату рождения, электронную почту, телефон и подтвердить свою личность либо по номеру телефона, либо через учетную запись на Госуслугах. 
Также за благоустройство территорий Санкт-Петербурга можно проголосовать сразу через свой профиль на Госуслугах по ссылке https://pos.gosuslugi.ru/lkp/improvement/2681/ 

По вопросам электронного рейтингового голосования за объекты благоустройства в рамках федерального проекта «Формирование комфортной городской среды» можно обратиться на горячую линию Минстроя России по единому бесплатному номеру 8 (800) 600-20-13.",1620792003
